Id,Date,Text,Retweets,Favorites,Hashtags,IsReply,MentionedUsers,HtmlElement
1313864611997855744,2020-10-07 15:31:48,@raytech247 @WholeMarsBlog Even GM & Chrysler went bankrupt in 2009. Ford and Tesla are the only US car companies that have avoided bankruptcy.,109,1497,[],1,"['raytech247', 'WholeMarsBlog']","<blockquote class=""twitter-tweet"" data-theme=""dark""><p lang=""en"" dir=""ltr"">Even GM &amp; Chrysler went bankrupt in 2009. Ford and Tesla are the only US car companies that have avoided bankruptcy.</p>&mdash; Elon Musk (@elonmusk) <a href=""https://twitter.com/elonmusk/status/1313864611997855744?ref_src=twsrc%5Etfw"">October 7, 2020</a></blockquote>"
1313872435821899776,2020-10-07 16:02:53,"@flcnhvy @teslaownersSV @raytech247 @WholeMarsBlog That would be like licensing Battlestar Galactica. Actually building continuously evolving gargantuan factories is the hard part. Lots of people who worked at Tesla Gigafactories now work at competitors, but none of those companies have made one.",141,2276,[],1,"['flcnhvy', 'teslaownersSV', 'raytech247', 'WholeMarsBlog']","<blockquote class=""twitter-tweet"" data-theme=""dark""><p lang=""en"" dir=""ltr"">That would be like licensing Battlestar Galactica. Actually building continuously evolving gargantuan factories is the hard part. Lots of people who worked at Tesla Gigafactories now work at competitors, but none of those companies have made one.</p>&mdash; Elon Musk (@elonmusk) <a href=""https://twitter.com/elonmusk/status/1313872435821899776?ref_src=twsrc%5Etfw"">October 7, 2020</a></blockquote>"
1314265240268402691,2020-10-08 18:03:45,"@TashaARK Waymo is impressive, but a highly specialized solution. The Tesla approach is a general solution. The latest build is capable of zero intervention drives. Will release limited beta in a few weeks.",574,4410,[],1,['TashaARK'],"<blockquote class=""twitter-tweet"" data-theme=""dark""><p lang=""en"" dir=""ltr"">Waymo is impressive, but a highly specialized solution. The Tesla approach is a general solution. The latest build is capable of zero intervention drives. Will release limited beta in a few weeks.</p>&mdash; Elon Musk (@elonmusk) <a href=""https://twitter.com/elonmusk/status/1314265240268402691?ref_src=twsrc%5Etfw"">October 8, 2020</a></blockquote>"
1314464290552807425,2020-10-09 07:14:43,"RT @MotorTrend: We put the 2020 @Tesla Model Y Long Range electric SUV on our test track to find out what it can do—and it turns out, well,…",1026,0,[],0,"['MotorTrend', 'Tesla']","<blockquote class=""twitter-tweet"" data-theme=""dark""><p lang=""en"" dir=""ltr"">We put the 2020 <a href=""https://twitter.com/Tesla?ref_src=twsrc%5Etfw"">@Tesla</a> Model Y Long Range electric SUV on our test track to find out what it can do—and it turns out, well, quite a lot.<a href=""https://t.co/KXohtdouu8"">https://t.co/KXohtdouu8</a></p>&mdash; motortrend (@MotorTrend) <a href=""https://twitter.com/MotorTrend/status/1314213015940546563?ref_src=twsrc%5Etfw"">October 8, 2020</a></blockquote>"
1315149991061512193,2020-10-11 04:39:26,@Erdayastronaut @flcnhvy @PelleBrannvall @Neopork85 @Caspar_Stanley @ErcXspace @MarcusHouseGame @FelixSchlang @C_Bass3d @nickhenning3d @SpaceX @BocaChicaGal SpaceX/Tesla metallurgy & new materials team is next-level,239,4471,[],1,"['Erdayastronaut', 'flcnhvy', 'PelleBrannvall', 'Neopork85', 'Caspar_Stanley', 'ErcXspace', 'MarcusHouseGame', 'FelixSchlang', 'C_Bass3d', 'nickhenning3d', 'SpaceX', 'BocaChicaGal']","<blockquote class=""twitter-tweet"" data-theme=""dark""><p lang=""en"" dir=""ltr"">SpaceX/Tesla metallurgy &amp; new materials team is next-level</p>&mdash; Elon Musk (@elonmusk) <a href=""https://twitter.com/elonmusk/status/1315149991061512193?ref_src=twsrc%5Etfw"">October 11, 2020</a></blockquote>"
1315390031851257856,2020-10-11 20:33:17,"@enn_nafnlaus When Eberhard was fired from the Tesla CEO role in mid 2007 for providing false information to me & the board, no one left with him. That says it all.",313,7003,[],1,['enn_nafnlaus'],"<blockquote class=""twitter-tweet"" data-theme=""dark""><p lang=""en"" dir=""ltr"">When Eberhard was fired from the Tesla CEO role in mid 2007 for providing false information to me &amp; the board, no one left with him. That says it all.</p>&mdash; Elon Musk (@elonmusk) <a href=""https://twitter.com/elonmusk/status/1315390031851257856?ref_src=twsrc%5Etfw"">October 11, 2020</a></blockquote>"
1315435501743230976,2020-10-11 23:33:57,"@enn_nafnlaus There are sketchy edits to Tesla wiki that whitewash Eberhard’s problems/glorify his role. Pretty odd. I was interim CEO/co-CEO from July 2007. Michael Marks was co-CEO for ~Q4 2007 & Ze’ev Drori for Q1 to ~Q3 2008. After Q3 2008 financing round bust, no choice but to be CEO.",72,1119,[],1,['enn_nafnlaus'],"<blockquote class=""twitter-tweet"" data-theme=""dark""><p lang=""en"" dir=""ltr"">There are sketchy edits to Tesla wiki that whitewash Eberhard’s problems/glorify his role. Pretty odd. I was interim CEO/co-CEO from July 2007. Michael Marks was co-CEO for ~Q4 2007 &amp; Ze’ev Drori for Q1 to ~Q3 2008. After Q3 2008 financing round bust, no choice but to be CEO.</p>&mdash; Elon Musk (@elonmusk) <a href=""https://twitter.com/elonmusk/status/1315435501743230976?ref_src=twsrc%5Etfw"">October 11, 2020</a></blockquote>"
1315520826892935169,2020-10-12 05:13:00,@OhioTesla @JenDunlap_ @Tesla @CARandDRIVER @teslaownersSV @Teslarati @ElectrekCo Glad Jen is safe!,210,10420,[],1,"['OhioTesla', 'Tesla', 'CARandDRIVER', 'teslaownersSV', 'Teslarati', 'ElectrekCo']","<blockquote class=""twitter-tweet"" data-theme=""dark""><p lang=""en"" dir=""ltr"">Glad Jen is safe!</p>&mdash; Elon Musk (@elonmusk) <a href=""https://twitter.com/elonmusk/status/1315520826892935169?ref_src=twsrc%5Etfw"">October 12, 2020</a></blockquote>"
1315611624355504130,2020-10-12 11:13:48,"@jwangARK Tesla FSD computer’s dual SoCs function like twin engines on planes — they each run different neural nets, so we do get full use of 144 TOPS, but there are enough nets running on each to allow the car to drive to safety if one SoC (or engine in this analogy) fails.",141,1508,[],1,['jwangARK'],"<blockquote class=""twitter-tweet"" data-theme=""dark""><p lang=""en"" dir=""ltr"">Tesla FSD computer’s dual SoCs function like twin engines on planes — they each run different neural nets, so we do get full use of 144 TOPS, but there are enough nets running on each to allow the car to drive to safety if one SoC (or engine in this analogy) fails.</p>&mdash; Elon Musk (@elonmusk) <a href=""https://twitter.com/elonmusk/status/1315611624355504130?ref_src=twsrc%5Etfw"">October 12, 2020</a></blockquote>"
1316258179689443328,2020-10-14 06:02:59,"@Kristennetten @boringcompany @Tesla We simplified this a lot. It’s basically just Teslas in tunnels at this point, which is way more profound than it sounds.",260,6530,[],1,"['Kristennetten', 'boringcompany', 'Tesla']","<blockquote class=""twitter-tweet"" data-theme=""dark""><p lang=""en"" dir=""ltr"">We simplified this a lot. It’s basically just Teslas in tunnels at this point, which is way more profound than it sounds.</p>&mdash; Elon Musk (@elonmusk) <a href=""https://twitter.com/elonmusk/status/1316258179689443328?ref_src=twsrc%5Etfw"">October 14, 2020</a></blockquote>"
1316301283234648064,2020-10-14 08:54:16,@WholeMarsBlog @Kristennetten @boringcompany @Tesla Maybe a month or so. Some finishing touches need to be done on the stations.,70,1174,[],1,"['WholeMarsBlog', 'Kristennetten', 'boringcompany', 'Tesla']","<blockquote class=""twitter-tweet"" data-theme=""dark""><p lang=""en"" dir=""ltr"">Maybe a month or so. Some finishing touches need to be done on the stations.</p>&mdash; Elon Musk (@elonmusk) <a href=""https://twitter.com/elonmusk/status/1316301283234648064?ref_src=twsrc%5Etfw"">October 14, 2020</a></blockquote>"
1316301322933731329,2020-10-14 08:54:25,@AstroJordy @Kristennetten @boringcompany @Tesla For sure,42,1254,[],1,"['AstroJordy', 'Kristennetten', 'boringcompany', 'Tesla']","<blockquote class=""twitter-tweet"" data-theme=""dark""><p lang=""en"" dir=""ltr"">For sure</p>&mdash; Elon Musk (@elonmusk) <a href=""https://twitter.com/elonmusk/status/1316301322933731329?ref_src=twsrc%5Etfw"">October 14, 2020</a></blockquote>"
1316302229570285568,2020-10-14 08:58:01,"@flcnhvy @WholeMarsBlog @Kristennetten @boringcompany @Tesla It’s still there, but focus is Vegas & Prufrock, our new tunneling machine",67,1857,[],1,"['flcnhvy', 'WholeMarsBlog', 'Kristennetten', 'boringcompany', 'Tesla']","<blockquote class=""twitter-tweet"" data-theme=""dark""><p lang=""en"" dir=""ltr"">It’s still there, but focus is Vegas &amp; Prufrock, our new tunneling machine</p>&mdash; Elon Musk (@elonmusk) <a href=""https://twitter.com/elonmusk/status/1316302229570285568?ref_src=twsrc%5Etfw"">October 14, 2020</a></blockquote>"
1316440688234508294,2020-10-14 18:08:13,@gem8mingen @Tesla Congratulations!,61,2295,[],1,"['gem8mingen', 'Tesla']","<blockquote class=""twitter-tweet"" data-theme=""dark""><p lang=""en"" dir=""ltr"">Congratulations!</p>&mdash; Elon Musk (@elonmusk) <a href=""https://twitter.com/elonmusk/status/1316440688234508294?ref_src=twsrc%5Etfw"">October 14, 2020</a></blockquote>"
1317006136256679936,2020-10-16 07:35:06,"RT @Tesmanian_com: Tesla Model 3 SR+ Has Lowest Energy Consumption of All BEVs, Says Report\n\nhttps://t.co/7C0V16WT6Y",593,0,[],0,['Tesmanian_com'],"<blockquote class=""twitter-tweet"" data-theme=""dark""><p lang=""en"" dir=""ltr"">Tesla Model 3 SR+ Has Lowest Energy Consumption of All BEVs, Says Report<a href=""https://t.co/7C0V16WT6Y"">https://t.co/7C0V16WT6Y</a></p>&mdash; Tesmanian.com (@Tesmanian_com) <a href=""https://twitter.com/Tesmanian_com/status/1316838797628203008?ref_src=twsrc%5Etfw"">October 15, 2020</a></blockquote>"
1317349712702271488,2020-10-17 06:20:21,RT @Tesla: There's no place like home..especially if it has a Solar Roof.\n\nThis Kansas ranch got theirs installed in 4 days.,2191,0,[],0,['Tesla'],"<blockquote class=""twitter-tweet"" data-theme=""dark""><p lang=""en"" dir=""ltr"">There&#39;s no place like home..especially if it has a Solar Roof.<br><br>This Kansas ranch got theirs installed in 4 days.</p>&mdash; Tesla (@Tesla) <a href=""https://twitter.com/Tesla/status/1317251873687113730?ref_src=twsrc%5Etfw"">October 16, 2020</a></blockquote>"
1319059307804045316,2020-10-21 23:33:40,"@WholeMarsBlog Not intentional! We just wanted to show that you could theoretically convert the entire US vehicle fleet to electric using only the lithium in Nevada, a single state. Tesla will do lithium mining only as needed. We also found a way to extract lithium using NaCl (table salt).",1227,24120,[],1,['WholeMarsBlog'],"<blockquote class=""twitter-tweet"" data-theme=""dark""><p lang=""en"" dir=""ltr"">Not intentional! We just wanted to show that you could theoretically convert the entire US vehicle fleet to electric using only the lithium in Nevada, a single state. Tesla will do lithium mining only as needed. We also found a way to extract lithium using NaCl (table salt).</p>&mdash; Elon Musk (@elonmusk) <a href=""https://twitter.com/elonmusk/status/1319059307804045316?ref_src=twsrc%5Etfw"">October 21, 2020</a></blockquote>"
1319164198241341440,2020-10-22 06:30:28,"Now that Tesla FSD beta is out in limited release, FSD price (new or upgrade) will go up by ~$2k on Monday",2624,60214,[],0,[],"<blockquote class=""twitter-tweet"" data-theme=""dark""><p lang=""en"" dir=""ltr"">Now that Tesla FSD beta is out in limited release, FSD price (new or upgrade) will go up by ~$2k on Monday</p>&mdash; Elon Musk (@elonmusk) <a href=""https://twitter.com/elonmusk/status/1319164198241341440?ref_src=twsrc%5Etfw"">October 22, 2020</a></blockquote>"
1320510372210569218,2020-10-25 23:39:41,"@arctechinc @Tesla Yes, very helpful. Thanks all beta testers!",107,3286,[],1,"['arctechinc', 'Tesla']","<blockquote class=""twitter-tweet"" data-theme=""dark""><p lang=""en"" dir=""ltr"">Yes, very helpful. Thanks all beta testers!</p>&mdash; Elon Musk (@elonmusk) <a href=""https://twitter.com/elonmusk/status/1320510372210569218?ref_src=twsrc%5Etfw"">October 25, 2020</a></blockquote>"
1320924807232253954,2020-10-27 03:06:30,@HyperChangeTV Tesla team has done great work!,96,2654,[],1,['HyperChangeTV'],"<blockquote class=""twitter-tweet"" data-theme=""dark""><p lang=""en"" dir=""ltr"">Tesla team has done great work!</p>&mdash; Elon Musk (@elonmusk) <a href=""https://twitter.com/elonmusk/status/1320924807232253954?ref_src=twsrc%5Etfw"">October 27, 2020</a></blockquote>"
1321605428963233794,2020-10-29 00:11:03,Tesla should make 🔥 catgirl robots?,16370,114568,[],0,[],"<blockquote class=""twitter-tweet"" data-theme=""dark""><p lang=""en"" dir=""ltr"">Tesla should make 🔥 catgirl robots?</p>&mdash; Elon Musk (@elonmusk) <a href=""https://twitter.com/elonmusk/status/1321605428963233794?ref_src=twsrc%5Etfw"">October 29, 2020</a></blockquote>"
1323027040740802561,2020-11-01 22:20:01,@AustinTeslaClub @JoeTegtmeyer @peterdog15 @TXTerafactory @Terafactorytx @lqdchkn @jd_average @EliBurton_ Tesla Texas team is making great progress! Giga Texas factory will be an asskicker.,387,15857,[],1,"['AustinTeslaClub', 'JoeTegtmeyer', 'peterdog15', 'TXTerafactory', 'Terafactorytx', 'lqdchkn', 'jd_average', 'EliBurton_']","<blockquote class=""twitter-tweet"" data-theme=""dark""><p lang=""en"" dir=""ltr"">Tesla Texas team is making great progress! Giga Texas factory will be an asskicker.</p>&mdash; Elon Musk (@elonmusk) <a href=""https://twitter.com/elonmusk/status/1323027040740802561?ref_src=twsrc%5Etfw"">November 1, 2020</a></blockquote>"
1323639506436825092,2020-11-03 14:53:45,"@vincent13031925 @JonErlichman I put in my last money, even though I thought we would still fail. But, it was either that or certain death for Tesla. Extremely difficult to raise money for an electric car startup (considered super quirky back then), while stalwarts like GM & Chrysler were going bankrupt.",346,5746,[],1,"['vincent13031925', 'JonErlichman']","<blockquote class=""twitter-tweet"" data-theme=""dark""><p lang=""en"" dir=""ltr"">I put in my last money, even though I thought we would still fail. But, it was either that or certain death for Tesla. Extremely difficult to raise money for an electric car startup (considered super quirky back then), while stalwarts like GM &amp; Chrysler were going bankrupt.</p>&mdash; Elon Musk (@elonmusk) <a href=""https://twitter.com/elonmusk/status/1323639506436825092?ref_src=twsrc%5Etfw"">November 3, 2020</a></blockquote>"
1324283305789812736,2020-11-05 09:31:58,Recruiting ace engineers for Giga Berlin! Will interview in person tomorrow on site. Send resume to 25Guns@Tesla.com.,6017,97283,[],0,[],"<blockquote class=""twitter-tweet"" data-theme=""dark""><p lang=""en"" dir=""ltr"">Recruiting ace engineers for Giga Berlin! Will interview in person tomorrow on site. Send resume to 25Guns@Tesla.com.</p>&mdash; Elon Musk (@elonmusk) <a href=""https://twitter.com/elonmusk/status/1324283305789812736?ref_src=twsrc%5Etfw"">November 5, 2020</a></blockquote>"
1324657499434151936,2020-11-06 10:18:53,"@Nereide Maxwell was amazing. Should have more recognition. Tesla Motors, Inc., was almost called Faraday, as it took until late 2004/2005 to buy the trademark from a guy who had had it since 1995.",33,652,[],1,['Nereide'],"<blockquote class=""twitter-tweet"" data-theme=""dark""><p lang=""en"" dir=""ltr"">Maxwell was amazing. Should have more recognition. Tesla Motors, Inc., was almost called Faraday, as it took until late 2004/2005 to buy the trademark from a guy who had had it since 1995.</p>&mdash; Elon Musk (@elonmusk) <a href=""https://twitter.com/elonmusk/status/1324657499434151936?ref_src=twsrc%5Etfw"">November 6, 2020</a></blockquote>"
1324658412274081793,2020-11-06 10:22:31,"@Nereide Faraday invented the electric motor, Tesla the (commutator-free, three-phase) AC induction motor, in other words, a useful electric motor",49,768,[],1,['Nereide'],"<blockquote class=""twitter-tweet"" data-theme=""dark""><p lang=""en"" dir=""ltr"">Faraday invented the electric motor, Tesla the (commutator-free, three-phase) AC induction motor, in other words, a useful electric motor</p>&mdash; Elon Musk (@elonmusk) <a href=""https://twitter.com/elonmusk/status/1324658412274081793?ref_src=twsrc%5Etfw"">November 6, 2020</a></blockquote>"
